ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11589286,JC141019,10/05/2018 04:45:00 AM,021XX S MARSHALL BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,1022,010,24,30,04A,,,2018,02/08/2019 04:14:17 PM,,,
11486092,JB426129,09/07/2018 11:34:09 AM,092XX S EMERALD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,false,true,2223,022,21,73,15,,,2018,04/02/2019 04:10:50 PM,,,
11669735,JC241819,10/31/2018 05:30:00 PM,092XX S KIMBARK AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,0413,004,8,47,04A,,,2018,04/29/2019 04:18:19 PM,,,
11473092,JB470779,10/10/2018 08:37:00 PM,076XX S MAY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,true,false,0612,006,17,71,04A,1169975,1854156,2018,06/03/2019 04:14:23 PM,41.755297327,-87.652653887,"(41.755297327, -87.652653887)"
11492590,JB496541,10/30/2018 04:59:00 PM,040XX W 30TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,true,false,1031,010,22,30,04B,1149760,1884400,2018,06/04/2019 04:01:14 PM,41.838706452,-87.72595418,"(41.838706452, -87.72595418)"
11465205,JB460368,10/03/2018 12:35:00 AM,021XX W WASHINGTON BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1223,012,27,28,04A,1162210,1900667,2018,06/05/2019 04:10:34 PM,41.883093993,-87.679814278,"(41.883093993, -87.679814278)"
11489919,JB493082,10/27/2018 10:30:00 PM,015XX W 77TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,true,0612,006,17,71,04A,1167270,1853664,2018,06/05/2019 04:10:34 PM,41.754005513,-87.662581071,"(41.754005513, -87.662581071)"
11403350,JB379731,08/05/2018 12:23:00 AM,041XX W CULLERTON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,true,false,1012,010,24,29,04B,1149005,1890097,2018,06/15/2019 03:57:58 PM,41.85435437,-87.728577473,"(41.85435437, -87.728577473)"
11581800,JB432302,09/12/2018 11:14:21 AM,009XX S HOMAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1134,011,24,29,04A,,,2018,06/27/2019 04:09:07 PM,,,
11784253,JC380500,08/06/2019 01:26:00 AM,053XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,0934,009,20,61,15,1170560,1869154,2019,08/13/2019 04:18:46 PM,41.796440923,-87.650073324,"(41.796440923, -87.650073324)"
11784673,JC380593,08/06/2019 06:25:00 AM,088XX S JEFFERY BLVD,031A,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,false,false,0412,004,8,48,03,1191048,1846854,2019,08/13/2019 04:18:46 PM,41.734776506,-87.575663445,"(41.734776506, -87.575663445)"
11784424,JC380705,08/06/2019 08:13:00 AM,099XX S STATE ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,0511,005,9,49,15,1178012,1839088,2019,08/13/2019 04:18:46 PM,41.713770588,-87.623655857,"(41.713770588, -87.623655857)"
11784597,JC380856,08/06/2019 10:20:00 AM,015XX W 90TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,2221,022,21,73,04A,1167445,1845043,2019,08/13/2019 04:18:46 PM,41.730344508,-87.662186153,"(41.730344508, -87.662186153)"
11784264,JC380537,08/06/2019 03:50:00 AM,035XX W 74TH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,0835,008,17,66,15,1154007,1855307,2019,08/13/2019 04:18:46 PM,41.758787644,-87.711142388,"(41.758787644, -87.711142388)"
11784801,JC380981,08/06/2019 12:18:00 PM,042XX S WELLS ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0925,009,3,37,04B,1175322,1876827,2019,08/13/2019 04:18:46 PM,41.817391174,-87.632381266,"(41.817391174, -87.632381266)"
11784443,JC380718,08/06/2019 08:44:00 AM,002XX E 35TH ST,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,STREET,true,false,0212,002,3,35,26,1178293,1881834,2019,08/13/2019 04:18:46 PM,41.831063762,-87.621330678,"(41.831063762, -87.621330678)"
11785417,JC381870,08/06/2019 11:20:00 PM,115XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0522,005,34,53,04A,1178310,1828616,2019,08/13/2019 04:18:46 PM,41.685027199,-87.622880843,"(41.685027199, -87.622880843)"
11785449,JC381857,08/06/2019 10:34:00 PM,025XX N MAJOR AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,2515,025,30,19,15,1137950,1916402,2019,08/13/2019 04:18:46 PM,41.92674513,-87.768518857,"(41.92674513, -87.768518857)"
11785501,JC381907,08/06/2019 11:45:00 PM,007XX W 103RD ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2232,022,34,73,03,1173376,1836563,2019,08/13/2019 04:18:46 PM,41.706945222,-87.640708959,"(41.706945222, -87.640708959)"
11785303,JC381703,08/06/2019 08:42:00 PM,001XX N KILPATRICK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,true,false,1113,011,28,25,15,1145035,1900286,2019,08/13/2019 04:18:46 PM,41.882390068,-87.742891918,"(41.882390068, -87.742891918)"
11784734,JC380565,08/06/2019 05:13:00 AM,019XX W MAYPOLE AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,1223,012,27,28,03,1163538,1901045,2019,08/13/2019 04:18:46 PM,41.884103402,-87.67492715,"(41.884103402, -87.67492715)"
11784548,JC380653,08/06/2019 03:30:00 AM,002XX S KENTON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1113,011,28,25,03,1145691,1898699,2019,08/13/2019 04:18:46 PM,41.878022742,-87.740523304,"(41.878022742, -87.740523304)"
11784218,JC380451,08/06/2019 12:11:00 AM,080XX S UNION AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,0621,006,21,71,15,1173031,1851572,2019,08/13/2019 04:18:46 PM,41.748139607,-87.641530614,"(41.748139607, -87.641530614)"
11784619,JC380949,08/06/2019 11:45:00 AM,076XX S EXCHANGE AVE,031A,ROBBERY,ARMED: HANDGUN,VACANT LOT/LAND,false,false,0421,004,7,43,03,1195924,1854825,2019,08/13/2019 04:18:46 PM,41.756530374,-87.557536955,"(41.756530374, -87.557536955)"
11785486,JC381886,08/06/2019 11:30:00 PM,0000X N MASON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,1513,015,29,25,04A,1136773,1899652,2019,08/13/2019 04:18:46 PM,41.880802263,-87.773245737,"(41.880802263, -87.773245737)"
11784294,JC380490,08/06/2019 01:35:00 AM,055XX S HYDE PARK BLVD,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,0235,002,5,41,03,1188601,1868603,2019,08/13/2019 04:18:46 PM,41.794516399,-87.583933877,"(41.794516399, -87.583933877)"
11785416,JC381791,08/06/2019 10:57:00 PM,063XX S CHAMPLAIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0312,003,20,42,15,1181655,1863214,2019,08/13/2019 04:18:46 PM,41.779891828,-87.609570721,"(41.779891828, -87.609570721)"
11784987,JC381161,08/06/2019 02:22:00 PM,020XX W 78TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0611,006,18,71,04B,1163942,1852920,2019,08/13/2019 04:18:46 PM,41.752034421,-87.674797985,"(41.752034421, -87.674797985)"
11785344,JC381812,08/06/2019 10:10:00 PM,079XX S DREXEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,false,false,0624,006,8,44,15,1183607,1852643,2019,08/13/2019 04:18:46 PM,41.750838669,-87.602743669,"(41.750838669, -87.602743669)"
11784836,JC381214,08/06/2019 03:00:00 PM,011XX S HOMAN AVE,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,VEHICLE NON-COMMERCIAL,true,false,1134,011,24,29,26,1153879,1894749,2019,08/13/2019 04:18:46 PM,41.867024391,-87.710563936,"(41.867024391, -87.710563936)"
11785309,JC381740,08/06/2019 08:50:00 PM,017XX W DEVON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2432,024,40,1,04A,1163959,1942572,2019,08/13/2019 04:18:46 PM,41.998046853,-87.672205101,"(41.998046853, -87.672205101)"
11784974,JC381424,08/06/2019 05:10:00 PM,064XX S MARSHFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0725,007,15,67,04A,1166432,1861981,2019,08/13/2019 04:18:46 PM,41.776846363,-87.665415392,"(41.776846363, -87.665415392)"
11785375,JC381695,08/06/2019 08:45:00 PM,083XX S ESSEX AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0423,004,7,46,04B,1194288,1850224,2019,08/13/2019 04:18:46 PM,41.74394519,-87.563683289,"(41.74394519, -87.563683289)"
11784805,JC380938,08/06/2019 11:30:00 AM,014XX E 71ST PL,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,true,false,0324,003,8,43,04A,1187056,1857875,2019,08/13/2019 04:18:46 PM,41.765114703,-87.589939354,"(41.765114703, -87.589939354)"
11784765,JC380954,08/06/2019 11:55:00 AM,036XX W CERMAK RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,true,false,1014,010,24,29,15,1152287,1889133,2019,08/13/2019 04:18:46 PM,41.851644977,-87.716556523,"(41.851644977, -87.716556523)"
11785422,JC381850,08/06/2019 10:04:00 PM,124XX S PARNELL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0523,005,34,53,15,1174894,1822396,2019,08/13/2019 04:18:46 PM,41.668035152,-87.635570287,"(41.668035152, -87.635570287)"
11787497,JC384436,08/06/2019 09:00:00 PM,012XX S KOLIN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1011,010,24,29,03,1147578,1894088,2019,08/13/2019 04:18:46 PM,41.865333633,-87.733712889,"(41.865333633, -87.733712889)"
11784271,JC380444,08/06/2019 12:15:00 AM,029XX W BELDEN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1414,014,1,22,03,1156309,1915262,2019,08/13/2019 04:18:46 PM,41.923265216,-87.701088118,"(41.923265216, -87.701088118)"
11786990,JC381801,08/06/2019 09:00:00 PM,067XX S JEFFERY BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0332,003,5,43,03,1190705,1860678,2019,08/13/2019 04:18:46 PM,41.772719038,-87.576474498,"(41.772719038, -87.576474498)"
11785874,JC381157,08/06/2019 12:20:00 AM,052XX S LAKE PARK AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0234,002,4,41,04A,1187625,1870835,2019,08/13/2019 04:18:46 PM,41.80066446,-87.587441769,"(41.80066446, -87.587441769)"
11784834,JC380927,08/06/2019 11:38:00 AM,042XX S BERKELEY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,true,0214,002,4,36,04A,1183976,1876906,2019,08/13/2019 04:18:46 PM,41.817409851,-87.600633844,"(41.817409851, -87.600633844)"
11785544,JC381618,08/06/2019 07:24:00 PM,084XX S CREGIER AVE,031A,ROBBERY,ARMED: HANDGUN,ABANDONED BUILDING,false,false,0412,004,8,45,03,1189655,1849555,2019,08/28/2019 04:08:10 PM,41.742221848,-87.580680175,"(41.742221848, -87.580680175)"
11785035,JC381482,08/06/2019 05:53:00 PM,034XX W ROOSEVELT RD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1133,011,24,29,03,1153646,1894497,2019,08/13/2019 04:18:46 PM,41.866337511,-87.711426017,"(41.866337511, -87.711426017)"
11785212,JC381615,08/06/2019 07:15:00 PM,010XX W CULLERTON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,1235,012,25,31,03,1169718,1890580,2019,08/19/2019 04:12:25 PM,41.855254288,-87.652538394,"(41.855254288, -87.652538394)"
11784180,JC380435,08/06/2019 12:09:00 AM,022XX N HAMLIN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,2525,025,35,22,04A,1150671,1914839,2019,03/18/2020 03:52:17 PM,41.922216667,-87.721815347,"(41.922216667, -87.721815347)"
11786619,JC383347,08/07/2019 11:38:00 PM,010XX E 83RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0631,006,8,44,15,1184531,1850174,2019,08/14/2019 04:17:18 PM,41.744041897,-87.599434894,"(41.744041897, -87.599434894)"
11786636,JC383256,08/07/2019 09:50:00 PM,013XX N KEELER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2534,025,37,23,04B,1148138,1908473,2019,08/14/2019 04:17:18 PM,41.904796929,-87.731286608,"(41.904796929, -87.731286608)"
11787477,JC384305,08/07/2019 03:00:00 PM,004XX N PARK DR,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1834,018,42,8,03,1178583,1903429,2019,08/14/2019 04:17:18 PM,41.89031518,-87.619607985,"(41.89031518, -87.619607985)"
11785459,JC381941,08/07/2019 01:45:00 AM,023XX S MARSHALL BLVD,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,SIDEWALK,false,false,1033,010,12,30,15,1157075,1888210,2019,08/14/2019 04:17:18 PM,41.849016447,-87.699008303,"(41.849016447, -87.699008303)"
11786479,JC383069,08/07/2019 06:40:00 PM,083XX S INDIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0632,006,6,44,15,1179042,1849849,2019,08/14/2019 04:17:18 PM,41.743276761,-87.619556829,"(41.743276761, -87.619556829)"
11785984,JC382520,08/07/2019 01:09:00 PM,047XX W LEXINGTON ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,1131,011,24,25,03,1144937,1896216,2019,08/14/2019 04:17:18 PM,41.871223343,-87.743354511,"(41.871223343, -87.743354511)"
11786001,JC382351,08/07/2019 11:25:00 AM,016XX S LAWNDALE AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1014,010,24,29,03,1151972,1891480,2019,08/14/2019 04:17:18 PM,41.858091628,-87.717650894,"(41.858091628, -87.717650894)"
11785527,JC381976,08/07/2019 02:42:00 AM,021XX S FAIRFIELD AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1023,010,12,30,03,1158364,1889575,2019,08/14/2019 04:17:18 PM,41.85273593,-87.694240244,"(41.85273593, -87.694240244)"
11785805,JC382223,08/07/2019 09:40:00 AM,073XX S UNION AVE,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,0732,007,6,68,03,1172901,1856284,2019,08/14/2019 04:17:18 PM,41.761072795,-87.641868203,"(41.761072795, -87.641868203)"
11785369,JC381733,08/06/2019 08:24:00 PM,014XX E 66TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0321,003,5,42,04B,1186832,1861188,2019,08/14/2019 04:09:36 PM,41.774211175,-87.590655513,"(41.774211175, -87.590655513)"
11788938,JC381815,08/06/2019 10:10:00 PM,017XX W 79TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0611,006,17,71,03,1165946,1852305,2019,08/14/2019 04:09:36 PM,41.750304448,-87.667471642,"(41.750304448, -87.667471642)"
11786605,JC383281,08/07/2019 09:52:00 PM,054XX S WELLS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,0935,009,3,37,15,1175552,1868549,2019,08/14/2019 04:17:18 PM,41.794670403,-87.631785431,"(41.794670403, -87.631785431)"
11786546,JC383168,08/07/2019 07:06:00 PM,060XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, GROUNDS",true,false,0712,007,16,68,15,1171341,1864917,2019,08/14/2019 04:17:18 PM,41.784797052,-87.647333315,"(41.784797052, -87.647333315)"
11785567,JC382007,08/07/2019 05:14:00 AM,062XX S VERNON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,0313,003,20,42,15,1180321,1863802,2019,08/14/2019 04:17:18 PM,41.781536064,-87.614443284,"(41.781536064, -87.614443284)"
11786143,JC382603,08/07/2019 01:55:00 PM,093XX S WOODLAWN AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,true,false,0413,004,8,47,15,1185839,1843265,2019,08/14/2019 04:17:18 PM,41.725052148,-87.594859524,"(41.725052148, -87.594859524)"
11786856,JC382210,08/07/2019 09:38:00 AM,012XX S ST LOUIS AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1021,010,24,29,03,1153238,1893958,2019,08/14/2019 04:17:18 PM,41.864866536,-87.712938131,"(41.864866536, -87.712938131)"
11786474,JC382846,08/07/2019 03:21:00 PM,062XX S ADA ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,true,false,0713,007,16,67,03,1168380,1863421,2019,08/17/2019 03:57:45 PM,41.78075616,-87.658232642,"(41.78075616, -87.658232642)"
11786400,JC382719,08/07/2019 03:00:00 PM,028XX W 65TH ST,031A,ROBBERY,ARMED: HANDGUN,CONSTRUCTION SITE,false,false,0823,008,17,66,03,1158581,1861415,2019,08/14/2019 04:17:18 PM,41.775456902,-87.694212483,"(41.775456902, -87.694212483)"
11786618,JC383315,08/07/2019 10:29:00 PM,086XX S BURNHAM AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0423,004,10,46,15,1196318,1848203,2019,08/14/2019 04:17:18 PM,41.738349341,-87.556312203,"(41.738349341, -87.556312203)"
11785554,JC382006,08/07/2019 05:20:00 AM,064XX S MAPLEWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0825,008,16,66,03,1160479,1861966,2019,08/14/2019 04:17:18 PM,41.776930006,-87.687239409,"(41.776930006, -87.687239409)"
11786629,JC383336,08/07/2019 10:48:00 PM,037XX W WRIGHTWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2524,025,31,22,03,1151122,1917028,2019,08/14/2019 04:17:18 PM,41.928214635,-87.720100707,"(41.928214635, -87.720100707)"
11786458,JC382943,08/07/2019 05:20:00 PM,067XX S CORNELL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,HIGHWAY/EXPRESSWAY,true,false,0332,003,5,43,04A,1188360,1860719,2019,08/14/2019 04:17:18 PM,41.772887854,-87.58506919,"(41.772887854, -87.58506919)"
11786505,JC383144,08/07/2019 07:53:00 PM,122XX S PRINCETON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,false,false,0523,005,34,53,04B,1176488,1823849,2019,06/12/2020 03:47:10 PM,41.67198685,-87.629693199,"(41.67198685, -87.629693199)"
11785535,JC382000,08/07/2019 03:53:00 AM,0000X W 111TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,HOSPITAL BUILDING/GROUNDS,false,false,0522,005,34,49,04B,1177873,1831361,2019,08/14/2019 04:17:18 PM,41.692569761,-87.624397882,"(41.692569761, -87.624397882)"
11785946,JC382522,08/07/2019 01:25:00 PM,063XX S DAMEN AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0726,007,15,67,03,1164115,1862633,2019,08/14/2019 04:17:18 PM,41.778684606,-87.673891132,"(41.778684606, -87.673891132)"
11786493,JC383199,08/07/2019 07:38:00 PM,111XX S AVENUE N,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0433,004,10,52,04A,1201222,1831733,2019,08/14/2019 04:17:18 PM,41.693031434,-87.538902274,"(41.693031434, -87.538902274)"
11786581,JC383086,08/07/2019 07:25:00 PM,061XX S DR MARTIN LUTHER KING JR DR,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0313,003,20,42,04B,1179973,1864456,2019,08/14/2019 04:17:18 PM,41.78333868,-87.615699111,"(41.78333868, -87.615699111)"
11786672,JC383330,08/07/2019 11:00:00 PM,090XX S BRANDON AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0424,004,10,46,03,1198893,1845698,2019,08/14/2019 04:17:18 PM,41.731411244,-87.54696206,"(41.731411244, -87.54696206)"
11789945,JC380306,08/05/2019 09:36:00 PM,038XX W WABANSIA AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,true,false,2535,025,26,23,26,1150321,1911019,2019,08/14/2019 04:09:36 PM,41.911741076,-87.723201215,"(41.911741076, -87.723201215)"
11786497,JC383160,08/07/2019 07:57:00 PM,022XX W 21ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1234,012,25,31,15,1161769,1890028,2019,08/14/2019 04:17:18 PM,41.853908786,-87.681730198,"(41.853908786, -87.681730198)"
11785871,JC382475,08/07/2019 12:10:00 PM,054XX S CARPENTER ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,false,false,0934,009,20,61,15,1170236,1868813,2019,08/14/2019 04:17:18 PM,41.795512242,-87.651271379,"(41.795512242, -87.651271379)"
11785971,JC381962,08/07/2019 03:05:00 AM,002XX W 24TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0914,009,25,34,03,1174904,1888391,2019,08/14/2019 04:17:18 PM,41.8491331,-87.633569039,"(41.8491331, -87.633569039)"
11786057,JC382556,08/07/2019 01:26:00 PM,018XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1231,012,27,28,15,1164227,1894746,2019,08/14/2019 04:17:18 PM,41.866803876,-87.672575139,"(41.866803876, -87.672575139)"
11786032,JC382447,08/07/2019 12:18:00 PM,038XX S PRINCETON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0915,009,11,34,15,1174922,1879327,2019,08/14/2019 04:17:18 PM,41.824260342,-87.633773904,"(41.824260342, -87.633773904)"
11786525,JC383277,08/07/2019 09:35:00 PM,020XX W 73RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0735,007,17,67,15,1164039,1856248,2019,08/14/2019 04:17:18 PM,41.761164892,-87.674349104,"(41.761164892, -87.674349104)"
11785614,JC382059,08/07/2019 07:10:00 AM,049XX W VAN BUREN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1533,015,29,25,04A,1143703,1897562,2019,08/14/2019 04:17:18 PM,41.874940121,-87.747851332,"(41.874940121, -87.747851332)"
11786575,JC383227,08/07/2019 08:58:00 PM,049XX W HUBBARD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,false,false,1532,015,37,25,04A,1143297,1902558,2019,08/14/2019 04:17:18 PM,41.888657345,-87.749217165,"(41.888657345, -87.749217165)"
11786440,JC383054,08/07/2019 06:42:00 PM,009XX N CAMBRIDGE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,true,false,1823,018,27,8,15,1172499,1906623,2019,08/14/2019 04:17:18 PM,41.899216397,-87.641856516,"(41.899216397, -87.641856516)"
11786671,JC383341,08/07/2019 11:15:00 PM,089XX S BRANDON AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,0424,004,10,46,03,1198875,1846393,2019,08/14/2019 04:17:18 PM,41.733318829,-87.547004739,"(41.733318829, -87.547004739)"
11785712,JC382017,08/07/2019 05:50:00 AM,022XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0333,003,5,43,15,1192609,1858298,2019,08/14/2019 04:17:18 PM,41.766141948,-87.56957255,"(41.766141948, -87.56957255)"
11785493,JC381964,08/07/2019 01:55:00 AM,044XX S SACRAMENTO AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,0922,009,15,58,15,1157104,1875124,2019,08/14/2019 04:17:18 PM,41.813106293,-87.699256363,"(41.813106293, -87.699256363)"
11786174,JC382796,08/07/2019 02:42:00 PM,056XX W AUGUSTA BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,1511,015,29,25,15,1138364,1906102,2019,08/14/2019 04:17:18 PM,41.898473242,-87.76724737,"(41.898473242, -87.76724737)"
11786002,JC382243,08/07/2019 09:50:00 AM,012XX S ST LOUIS AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1021,010,24,29,03,1153238,1893958,2019,08/14/2019 04:17:18 PM,41.864866536,-87.712938131,"(41.864866536, -87.712938131)"
11786538,JC383172,08/07/2019 07:20:00 PM,062XX S KNOX AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0813,008,13,64,03,1146449,1862749,2019,08/14/2019 04:17:18 PM,41.779356431,-87.73865381,"(41.779356431, -87.73865381)"
11785999,JC382662,08/07/2019 01:57:00 PM,005XX N KEDZIE AVE,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,STREET,true,false,1221,012,27,23,26,1154946,1903475,2019,08/14/2019 04:17:18 PM,41.890948116,-87.70641282,"(41.890948116, -87.70641282)"
11786135,JC382773,08/07/2019 03:45:00 PM,086XX S EXCHANGE AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,0423,004,10,46,15,1197309,1848317,2019,08/14/2019 04:17:18 PM,41.738637555,-87.552677695,"(41.738637555, -87.552677695)"
11786035,JC382712,08/07/2019 03:05:00 PM,103XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2232,022,34,73,15,1170807,1836426,2019,08/14/2019 04:17:18 PM,41.70662559,-87.650120579,"(41.70662559, -87.650120579)"
11786656,JC383239,08/07/2019 09:35:00 PM,132XX S CORLISS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,OTHER (SPECIFY),false,false,0533,005,9,54,04B,1184018,1817809,2019,06/03/2020 03:45:09 PM,41.655240178,-87.602321098,"(41.655240178, -87.602321098)"
11786748,JC383466,08/08/2019 04:31:00 AM,034XX W DOUGLAS BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1021,010,24,29,04B,1153662,1893243,2019,08/15/2019 04:12:43 PM,41.862896077,-87.71140063,"(41.862896077, -87.71140063)"
11787713,JC384595,08/08/2019 07:48:00 PM,007XX N PARKSIDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1511,015,29,25,15,1138541,1904459,2019,08/15/2019 04:12:43 PM,41.89396144,-87.766637111,"(41.89396144, -87.766637111)"
