County,Jurisdiction (NCIC),BCS number,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
01,0109,66750,01,12,1987,01,01,1,2,20,4,40,,,,12,22,1987,3,1987,02,16,91,000
07,0700,64739,01,04,1987,01,01,1,1,44,4,40,,,,04,02,1987,5,1987,02,02,92,000
10,1005,65765,01,08,1987,01,01,1,2,39,4,40,,,,07,10,1987,6,1987,02,16,90,000
15,1500,64249,01,02,1987,01,01,1,1,33,4,40,,,,01,31,1987,7,1987,02,02,90,000
15,1500,64999,01,05,1987,01,01,1,3,36,4,40,,,,05,07,1987,5,1987,03,22,92,000
15,1500,65510,01,07,1987,01,01,1,1,22,4,40,,,,07,06,1987,2,1987,02,16,90,000
19,1900,64258,01,02,1987,01,01,1,1,34,4,40,,,,02,22,1987,1,1987,02,06,90,000
19,1900,64765,01,04,1987,01,01,1,1,36,4,40,,,,04,16,1987,5,1987,02,16,90,000
19,1900,64772,01,04,1987,01,01,1,2,40,4,40,,,,04,19,1987,1,1987,02,16,90,000
19,1900,65008,01,05,1987,01,01,1,2,20,4,40,,,,05,19,1987,3,1987,02,13,94,000
19,1900,65014,01,05,1987,01,01,1,2,27,4,40,,,,05,11,1987,2,1987,02,16,90,000
19,1900,65783,01,08,1987,01,01,1,1,41,4,40,,,,08,28,1987,6,1987,02,02,90,000
19,1900,65784,01,08,1987,01,01,2,1,30,4,40,,,,08,30,1987,1,1987,02,99,90,000
19,1900,66290,01,10,1987,01,01,1,2,38,4,40,,,,10,14,1987,4,1987,02,16,90,000
19,1900,66544,01,11,1987,01,01,1,1,21,4,40,,,,11,17,1987,3,1987,02,13,91,000
19,1900,66775,01,12,1987,01,01,1,2,22,4,40,,,,12,18,1987,6,1987,02,16,94,000
19,1906,66019,01,05,1987,01,01,1,2,38,4,40,,,,05,18,1987,2,1987,02,16,90,000
19,1909,64270,01,02,1987,01,01,1,2,20,4,40,,,,02,26,1987,5,1987,02,16,90,000
19,1918,64788,01,04,1987,01,01,1,1,19,4,40,,,,04,09,1987,5,1987,02,16,90,000
19,1928,65278,01,06,1987,01,01,1,3,45,4,40,,,,06,15,1987,2,1987,02,06,90,000
19,1933,64792,01,04,1987,01,01,1,3,24,4,40,,,,04,30,1987,6,1987,02,16,94,000
19,1933,65546,01,07,1987,01,01,1,3,34,4,40,,,,07,01,1987,4,1987,02,16,90,000
19,1941,64527,01,03,1987,01,01,1,1,34,4,40,,,,03,26,1987,5,1987,02,16,90,000
19,1942,64128,01,01,1987,01,02,1,1,55,4,40,40,,,01,15,1987,5,1987,02,02,90,000
19,1942,64130,01,01,1987,01,02,1,2,35,4,40,40,,,01,09,1987,6,1987,02,02,95,000
19,1942,64355,01,02,1987,01,01,1,3,29,4,40,,,,02,24,1987,3,1987,02,16,95,000
19,1942,64358,01,02,1987,01,02,1,1,64,4,40,40,,,02,04,1987,4,1987,02,02,90,000
19,1942,64359,01,02,1987,01,02,1,1,34,4,40,40,,,02,11,1987,4,1987,02,06,90,000
19,1942,64360,01,02,1987,01,01,1,1,71,4,40,,,,02,26,1987,5,1987,04,02,95,000
19,1942,64599,01,03,1987,01,02,1,3,30,4,40,,,,03,21,1987,7,1987,02,16,90,000
19,1942,64877,01,04,1987,01,02,1,2,26,4,40,,,,04,14,1987,3,1987,04,16,95,000
19,1942,64878,01,04,1987,01,02,1,3,50,4,40,,,,04,10,1987,6,1987,02,16,90,000
19,1942,65109,01,05,1987,01,01,1,3,36,4,40,,,,05,03,1987,1,1987,04,16,90,000
19,1942,65352,01,06,1987,01,01,1,1,39,4,40,,,,06,10,1987,4,1987,02,06,94,000
19,1942,65613,01,07,1987,01,01,1,3,30,4,40,,,,07,17,1987,6,1987,02,16,92,000
19,1942,65880,01,08,1987,01,01,1,3,26,4,40,,,,08,18,1987,3,1987,02,16,90,000
19,1942,66140,01,09,1987,01,01,1,2,23,4,40,,,,09,02,1987,3,1987,02,02,94,000
19,1942,66376,01,10,1987,01,01,1,3,38,4,40,,,,10,12,1987,1,1987,02,16,90,000
19,1942,66379,01,10,1987,01,01,1,1,27,4,40,,,,10,15,1987,5,1987,02,13,94,000
19,1942,66880,01,12,1987,01,01,1,1,46,4,40,,,,12,02,1987,4,1987,02,02,90,000
19,1942,66882,01,12,1987,01,01,1,2,47,4,40,,,,12,03,1987,5,1987,02,16,95,000
19,1942,66883,01,12,1987,01,01,1,1,22,4,40,,,,12,00,1987,,1987,02,16,95,000
19,1942,66885,01,12,1987,01,01,1,3,27,4,40,,,,11,17,1987,3,1987,02,16,94,000
19,1943,64879,01,04,1987,01,01,1,2,27,4,40,,,,04,26,1987,1,1987,02,16,90,000
19,1953,66147,01,09,1987,01,01,1,1,37,4,40,,,,09,27,1987,1,1987,02,02,92,000
19,1954,64368,01,02,1987,01,01,1,2,25,4,40,,,,02,02,1987,2,1987,02,99,90,000
19,1954,64603,01,03,1987,01,01,1,2,28,4,40,,,,03,09,1987,2,1987,02,16,90,000
19,1969,65621,01,07,1987,01,01,1,2,38,4,40,,,,07,24,1987,1,1987,02,16,90,000
19,1969,65893,01,08,1987,01,01,1,1,27,4,40,,,,08,05,1987,5,1987,04,16,94,000
19,1969,66902,01,12,1987,01,01,1,2,23,4,40,,,,12,31,1987,5,1987,02,16,90,000
19,1972,64145,01,01,1987,01,02,1,3,29,4,40,40,,,01,21,1987,4,1987,02,16,94,000
19,1972,67024,01,09,1987,01,01,1,1,30,4,40,,,,09,21,1987,2,1987,02,02,90,000
19,1977,65128,01,05,1987,01,01,1,2,26,4,40,,,,05,05,1987,3,1987,02,16,90,000
27,2712,65721,01,04,1987,01,01,1,2,30,4,40,,,,04,01,1987,4,1987,02,13,94,000
30,3001,64897,01,04,1987,01,01,1,1,33,4,40,,,,04,21,1987,3,1987,02,16,94,000
30,3002,66023,01,08,1987,01,01,1,1,19,4,40,,,,08,23,1987,1,1987,02,13,90,000
30,3004,66911,01,12,1987,01,02,1,1,49,4,40,40,,,12,12,1987,7,1987,02,02,90,000
30,3019,65375,01,06,1987,01,01,1,2,21,4,40,,,,06,15,1987,2,1987,02,16,94,000
33,3300,64903,01,04,1987,01,01,1,1,23,4,40,,,,04,11,1987,1,1987,02,16,90,000
33,3313,66927,01,12,1987,01,01,1,3,32,4,40,,,,12,08,1987,3,1987,02,16,94,000
34,3400,64394,01,02,1987,01,01,1,1,46,4,40,,,,02,08,1987,1,1987,04,16,90,000
34,3400,64913,01,04,1987,01,01,1,1,24,4,40,,,,04,11,1987,7,1987,04,02,90,000
34,3404,66431,01,10,1987,01,01,2,2,26,4,40,,,,10,00,1987,,1987,02,02,92,000
36,3600,66174,01,09,1987,01,01,1,1,48,4,40,,,,09,14,1987,2,1987,02,02,94,000
36,3600,66939,01,12,1987,01,01,1,1,37,4,40,,,,12,00,1987,,1987,02,12,90,000
36,3600,66940,01,12,1987,01,01,1,2,24,4,40,,,,12,00,1987,,1987,02,02,90,000
36,3610,66944,01,12,1987,01,01,1,2,36,4,40,,,,12,23,1987,4,1987,02,02,95,000
36,3611,65669,01,07,1987,01,01,1,2,24,4,40,,,,07,27,1987,2,1987,02,16,90,000
37,3700,66183,01,09,1987,01,01,1,1,39,4,40,,,,07,30,1987,5,1987,04,16,94,000
37,3700,66449,01,10,1987,01,01,1,3,33,4,40,,,,08,17,1987,2,1987,03,22,91,000
37,3700,66950,01,12,1987,01,01,1,2,21,4,40,,,,09,14,1987,2,1987,02,16,90,000
37,3700,66951,01,12,1987,01,01,1,2,00,4,50,,,,12,00,1987,,1987,02,19,90,000
37,3700,66954,01,12,1987,01,01,1,2,00,4,40,,,,12,00,1987,,1987,02,19,90,000
37,3706,66958,01,12,1987,01,01,1,1,26,4,40,,,,04,20,1987,2,1987,01,02,93,000
37,3706,66960,01,12,1987,01,01,1,1,37,4,40,,,,12,05,1987,7,1987,02,02,91,000
37,3709,64417,01,02,1987,01,01,1,3,22,4,40,,,,02,17,1987,3,1987,04,07,94,000
37,3711,64426,01,02,1987,01,01,1,3,21,4,40,,,,02,19,1987,5,1987,02,07,94,000
37,3711,65674,01,07,1987,01,02,1,2,40,4,40,40,,,07,04,1987,7,1987,02,02,90,000
37,3711,66187,01,09,1987,01,01,1,3,41,4,40,,,,09,25,1987,6,1987,03,02,94,000
37,3711,66188,01,09,1987,01,01,1,2,33,4,40,,,,09,26,1987,7,1987,02,16,90,000
37,3711,66967,01,12,1987,02,01,1,2,20,4,40,,,,12,01,1987,3,1987,02,19,94,000
37,3711,66967,02,12,1987,02,01,1,2,20,4,40,,,,12,01,1987,3,1987,02,19,94,000
37,3711,66969,01,12,1987,01,01,1,1,25,4,40,,,,12,19,1987,7,1987,02,99,95,000
37,3711,66970,01,12,1987,01,01,1,1,25,4,40,,,,12,20,1987,1,1987,02,19,94,000
39,3905,66492,01,06,1987,01,01,1,8,59,4,40,,,,06,03,1987,4,1987,02,16,90,000
40,4004,64690,01,03,1987,02,01,2,1,44,4,40,,,,03,02,1987,2,1987,02,06,94,000
40,4004,64690,02,03,1987,02,01,1,1,24,4,40,,,,03,02,1987,2,1987,04,06,94,000
48,4807,64711,01,03,1987,01,01,1,1,27,4,40,,,,03,07,1987,7,1987,02,16,92,000
48,4807,64964,01,04,1987,01,01,1,1,56,4,40,,,,04,19,1987,1,1987,02,17,90,000
49,4900,64966,01,04,1987,01,01,1,1,39,4,40,,,,04,29,1987,4,1987,02,16,90,000
55,5500,67004,01,12,1987,01,01,1,1,24,4,40,,,,08,23,1987,1,1987,02,16,91,000
56,5608,66217,01,09,1987,01,02,1,2,34,4,40,,,,09,18,1987,6,1987,02,16,90,000
01,0111,69586,01,08,1988,01,01,2,W,20,4,40,,,,08,04,1988,5,1988,02,15,94,000
10,1000,68019,01,01,1988,01,01,1,H,36,4,40,,,,01,27,1988,4,1988,02,02,90,000
10,1000,69782,01,08,1988,01,01,1,H,59,4,40,,,,07,29,1988,6,1988,01,17,96,000
10,1000,69783,01,08,1988,01,01,1,W,59,4,40,,,,07,22,1988,6,1988,01,02,96,000
10,1005,69242,01,06,1988,01,02,1,O,34,4,40,40,,,06,02,1988,5,1988,02,02,90,000
10,1005,70374,01,10,1988,01,01,1,W,25,4,40,,,,10,00,1988,,1988,04,13,94,000
12,1200,70919,01,10,1988,01,01,1,W,36,4,40,,,,09,25,1988,1,1988,02,16,90,000
14,1401,68028,01,01,1988,01,01,1,W,31,4,40,,,,01,15,1988,6,1988,02,02,91,000
15,1500,68030,01,01,1988,01,01,1,H,24,4,40,,,,01,16,1988,7,1988,02,16,90,000
15,1500,68693,01,04,1988,01,01,1,H,42,4,40,,,,04,07,1988,5,1988,02,02,95,000
19,1900,68260,01,02,1988,01,01,1,W,30,4,40,,,,02,20,1988,7,1988,02,18,90,000
19,1900,68261,01,02,1988,01,01,1,W,41,4,40,,,,02,14,1988,1,1988,02,16,91,000
19,1900,68458,01,03,1988,01,01,1,H,30,4,40,,,,03,20,1988,1,1988,04,16,90,000
19,1900,68471,01,03,1988,01,01,1,O,21,4,40,,,,03,08,1988,3,1988,02,15,90,000
19,1900,68875,01,04,1988,01,01,1,B,19,4,40,,,,04,24,1988,1,1988,02,16,90,000
19,1900,70221,01,09,1988,01,01,1,B,27,4,40,,,,09,22,1988,5,1988,07,16,92,000
19,1900,70648,01,10,1988,01,01,1,H,27,4,40,,,,10,02,1988,6,1988,02,16,94,000
19,1900,70701,01,11,1988,01,01,1,B,48,4,40,,,,10,31,1988,2,1988,02,16,90,000
19,1905,70075,01,09,1988,01,01,1,H,40,4,40,,,,09,21,1988,4,1988,02,16,90,000
19,1906,68055,01,01,1988,01,01,1,B,18,4,40,,,,01,31,1988,1,1988,02,16,94,000
19,1908,68478,01,03,1988,01,01,1,B,39,4,40,,,,03,18,1988,6,1988,02,16,90,000
19,1924,69140,01,01,1988,01,01,1,B,23,4,40,,,,01,24,1988,1,1988,02,16,94,000
19,1924,69141,01,03,1988,01,02,1,B,24,4,40,40,,,03,01,1988,3,1988,02,16,90,000
19,1933,69201,01,05,1988,01,01,1,B,24,4,40,,,,05,07,1988,7,1988,01,15,90,000
19,1933,70708,01,11,1988,01,02,1,B,23,4,40,40,,,11,26,1988,7,1988,02,16,90,000
19,1941,69204,01,05,1988,01,02,1,W,27,4,40,40,,,07,26,1987,2,1987,02,15,90,000
19,1942,68136,01,01,1988,01,01,1,H,41,4,40,,,,01,14,1988,5,1988,02,02,90,000
19,1942,68561,01,03,1988,01,01,1,B,27,4,40,,,,03,08,1988,3,1988,04,16,90,000
19,1942,68563,01,03,1988,01,01,1,B,29,4,40,,,,03,28,1988,2,1988,02,16,95,000
19,1942,68558,01,03,1988,01,01,1,W,35,4,40,,,,03,09,1988,4,1988,02,13,94,000
19,1942,68565,01,03,1988,01,01,1,H,38,4,40,,,,03,21,1988,2,1988,02,02,90,000
19,1942,68766,01,04,1988,01,01,1,O,29,4,40,,,,04,20,1988,4,1988,04,16,90,000
19,1942,68767,01,04,1988,01,01,1,B,19,4,40,,,,04,04,1988,2,1988,02,16,94,000
19,1942,68768,01,04,1988,01,01,1,B,71,4,40,,,,04,20,1988,4,1988,04,02,95,000
19,1942,68769,01,04,1988,01,01,1,B,25,4,40,,,,04,26,1988,3,1988,02,02,90,000
19,1942,68979,01,05,1988,01,01,1,B,16,4,40,,,,05,05,1988,5,1988,04,16,95,000
19,1942,69320,01,06,1988,01,01,1,W,16,4,40,,,,06,07,1988,3,1988,02,99,90,000
19,1942,69321,01,06,1988,01,01,1,H,31,4,40,,,,05,05,1988,5,1988,02,16,90,000
19,1942,69526,01,07,1988,01,01,1,W,26,4,40,,,,07,29,1988,6,1988,02,07,95,000
19,1942,69664,01,08,1988,01,01,1,H,29,4,40,,,,08,05,1988,6,1988,02,16,95,000
19,1942,69662,01,08,1988,01,01,1,B,41,4,40,,,,08,21,1988,1,1988,04,02,90,000
19,1942,69996,01,09,1988,01,01,1,H,18,4,40,,,,09,24,1988,7,1988,02,16,94,000
19,1942,69997,01,09,1988,01,01,1,B,44,4,40,,,,06,27,1988,2,1988,02,02,92,000
19,1942,70449,01,10,1988,01,01,1,H,30,4,40,,,,10,16,1988,1,1988,02,16,94,000
19,1942,70451,01,10,1988,01,01,1,W,80,4,40,,,,10,00,1988,,1988,02,16,90,000
19,1942,70454,01,10,1988,01,01,1,H,39,4,40,,,,10,02,1988,1,1988,02,99,95,000
19,1942,70570,01,11,1988,01,01,1,W,33,4,40,,,,11,14,1988,2,1988,02,16,90,000
19,1942,70855,01,12,1988,01,01,1,H,53,4,40,,,,12,00,1988,,1988,02,16,90,000
19,1954,68884,01,04,1988,01,01,1,I,40,4,40,,,,04,26,1988,3,1988,04,16,90,000
19,1969,68150,01,01,1988,01,01,1,W,24,4,40,,,,01,14,1988,5,1988,02,16,90,000
19,1969,70157,01,10,1988,01,01,1,P,00,4,40,,,,10,00,1988,,1988,02,16,94,000
19,1973,70682,01,10,1988,01,01,1,H,25,4,40,,,,10,02,1988,1,1988,02,16,94,000
19,1975,71062,01,12,1988,01,01,1,H,29,4,40,,,,12,03,1988,7,1988,02,16,95,000
19,1977,70666,01,10,1988,01,01,1,H,39,4,40,,,,10,21,1988,6,1988,04,02,90,000
19,1996,70719,01,11,1988,01,01,1,O,19,4,40,,,,11,04,1988,6,1988,02,16,90,000
30,3000,70720,01,11,1988,01,01,1,W,63,4,40,,,,11,15,1988,3,1988,02,16,94,000
30,3010,70000,01,09,1988,01,01,1,W,24,4,40,,,,09,22,1988,5,1988,02,02,90,000
30,3015,70163,01,07,1988,01,01,1,W,41,4,40,,,,07,22,1988,6,1988,02,02,92,000
30,3016,70629,01,09,1988,01,01,1,W,20,4,40,,,,09,26,1988,2,1988,02,16,94,000
30,3019,68780,01,04,1988,01,01,1,H,45,4,40,,,,04,10,1988,1,1988,04,16,90,000
30,3019,68783,01,04,1988,01,01,1,W,29,4,40,,,,03,02,1988,4,1988,02,16,90,000
33,3309,68669,01,03,1988,01,01,1,W,24,4,40,,,,03,09,1988,3,1988,02,14,90,000
33,3313,68597,01,03,1988,01,02,1,H,19,4,40,40,,,03,07,1988,2,1988,02,16,92,000
33,3313,69812,01,08,1988,01,01,1,H,17,4,40,,,,08,30,1988,3,1988,02,16,90,000
34,3400,68169,01,01,1988,01,01,1,W,41,4,40,,,,01,13,1988,4,1988,02,15,90,000
34,3400,68171,01,01,1988,01,01,1,W,28,4,40,,,,01,21,1988,5,1988,03,13,94,000
34,3400,68999,01,05,1988,01,01,1,B,33,4,40,,,,05,09,1988,2,1988,02,13,94,000
34,3400,69327,01,06,1988,01,01,1,W,21,4,40,,,,06,18,1988,7,1988,02,06,94,000
34,3400,70294,01,10,1988,01,01,1,B,15,4,40,,,,10,09,1988,1,1988,02,18,92,000
34,3404,68180,01,01,1988,01,01,1,B,30,4,40,,,,01,05,1988,3,1988,02,06,90,000
34,3404,69822,01,08,1988,01,01,1,B,26,4,40,,,,08,15,1988,2,1988,02,02,90,000
36,3600,68800,01,04,1988,01,02,1,W,30,4,40,40,,,04,27,1988,4,1988,01,02,90,000
36,3600,69042,01,05,1988,01,02,1,H,32,4,40,40,,,05,22,1988,1,1988,02,02,90,000
36,3605,68613,01,03,1988,01,01,1,H,14,4,40,,,,03,29,1988,3,1988,04,16,92,000
36,3609,70913,01,06,1988,01,01,1,W,37,4,40,,,,06,26,1988,1,1988,04,02,90,000
36,3610,69880,01,07,1988,01,02,1,B,37,4,40,40,,,07,02,1988,7,1988,02,16,90,000
37,3700,68808,01,04,1988,01,01,1,H,28,4,40,,,,01,21,1988,5,1988,08,99,90,000
37,3700,71077,01,12,1988,01,01,1,W,30,4,40,,,,02,20,1988,7,1988,08,20,95,000
37,3709,70932,01,11,1988,01,01,1,H,26,4,40,,,,11,06,1988,1,1988,02,13,90,000
37,3711,68203,01,01,1988,01,01,1,W,25,4,40,,,,01,09,1988,7,1988,02,16,90,000
37,3711,68211,01,01,1988,01,01,1,W,30,4,40,,,,01,26,1988,3,1988,02,16,90,000
37,3711,68212,02,01,1988,02,04,1,H,21,4,40,40,40,40,01,27,1988,4,1988,02,16,94,000
37,3711,68212,01,01,1988,02,04,1,H,24,4,40,40,40,40,01,27,1988,4,1988,02,16,94,000
37,3711,68390,01,02,1988,01,01,1,B,56,4,40,,,,02,05,1988,6,1988,02,16,95,000
37,3711,68629,01,03,1988,01,01,1,B,56,4,40,,,,03,12,1988,7,1988,02,16,92,000
37,3711,68637,01,03,1988,01,04,1,H,23,4,40,40,40,40,03,29,1988,3,1988,02,16,94,000
37,3711,68625,01,03,1988,01,01,1,B,29,4,40,,,,03,06,1988,1,1988,02,16,95,000
37,3711,68817,01,04,1988,01,01,1,H,40,4,40,,,,04,14,1988,5,1988,02,07,90,000
37,3711,68820,01,04,1988,01,01,1,W,37,4,40,,,,04,19,1988,3,1988,02,16,92,000
37,3711,70469,01,10,1988,01,03,1,H,00,4,40,40,40,,10,00,1988,,1988,02,19,90,000
37,3711,71046,01,12,1988,02,05,1,H,28,4,40,40,40,40,12,00,1988,,1988,02,16,90,000
37,3711,71046,02,12,1988,02,05,1,H,18,4,40,40,40,40,12,00,1988,,1988,02,16,90,000
38,3801,68410,01,02,1988,01,01,1,O,13,4,40,,,,02,17,1988,4,1988,02,16,90,000
38,3801,68639,01,03,1988,01,01,1,W,40,4,40,,,,03,15,1988,3,1988,02,04,94,000
38,3801,70135,01,09,1988,01,01,1,B,23,4,40,,,,09,09,1988,5,1988,02,16,94,000
43,4313,70755,01,11,1988,01,02,1,H,32,4,40,40,,,11,25,1988,6,1988,02,13,90,000
49,4901,69020,01,05,1988,01,02,1,I,23,4,40,40,,,05,13,1988,6,1988,02,16,90,000
50,5000,68657,01,03,1988,01,01,1,W,42,4,40,,,,03,22,1988,3,1988,02,02,90,000
53,5300,69577,01,06,1988,01,01,1,W,65,4,40,,,,06,12,1988,1,1988,03,02,96,000
54,5400,71058,01,12,1988,01,01,1,W,33,4,40,,,,12,08,1988,5,1988,02,16,94,000
56,5604,70758,01,11,1988,01,01,1,H,30,4,40,,,,11,00,1988,,1988,02,02,90,000
01,0105,74843,01,06,1989,01,01,1,F,24,4,40,,,,06,25,1989,1,1989,02,13,90,000
01,0106,73373,01,05,1989,01,01,1,H,50,4,40,,,,05,29,1989,1,1989,02,02,94,000
01,0109,72490,01,02,1989,01,01,1,B,21,4,40,,,,02,24,1989,6,1989,02,16,92,000
01,0109,73229,01,05,1989,01,02,1,B,31,4,40,40,,,05,08,1989,2,1989,04,99,94,000
01,0109,73403,01,06,1989,01,01,1,B,33,4,40,,,,06,30,1989,6,1989,02,13,90,000
01,0109,73599,01,07,1989,01,01,1,W,41,4,40,,,,07,10,1989,2,1989,02,16,90,000
01,0109,74058,01,08,1989,01,02,1,B,39,4,40,40,,,08,01,1989,3,1989,25,16,95,000
03,0303,74496,01,07,1989,01,02,1,W,46,4,40,40,,,07,08,1989,7,1989,02,02,90,000
07,0700,74076,01,09,1989,01,01,1,W,19,4,40,,,,08,20,1989,1,1989,02,16,94,000
07,0710,72246,01,01,1989,01,01,1,W,49,4,40,,,,01,05,1989,5,1989,04,15,94,000
07,0711,73602,01,07,1989,01,01,1,B,31,4,40,,,,07,09,1989,1,1989,02,16,90,000
13,1304,73700,01,07,1989,01,01,1,W,32,4,40,,,,07,00,1989,,1989,03,02,94,000
15,1500,73256,01,06,1989,01,01,1,W,27,4,40,,,,06,13,1989,3,1989,02,19,90,000
15,1505,75253,01,10,1989,01,01,1,H,48,4,40,,,,10,11,1989,4,1989,02,02,90,000
19,1900,73162,01,04,1989,01,01,1,B,40,4,40,,,,04,00,1989,,1989,02,16,90,000
19,1900,73569,01,06,1989,01,01,1,H,40,4,40,,,,06,02,1989,4,1989,02,16,90,000
19,1900,74333,01,08,1989,01,01,1,H,25,4,40,,,,08,22,1989,3,1989,02,16,94,000
19,1900,74334,01,08,1989,01,01,1,B,17,4,40,,,,08,25,1989,6,1989,02,16,94,000
19,1900,75084,01,12,1989,01,01,1,B,27,4,40,,,,12,15,1989,6,1989,02,16,92,000
19,1901,75229,01,12,1989,01,01,1,W,33,4,40,,,,12,21,1989,5,1989,08,16,90,000
19,1908,75042,01,11,1989,01,01,1,W,32,4,40,,,,11,00,1989,,1989,02,13,95,000
19,1909,75281,01,07,1989,01,01,1,H,22,4,40,,,,07,13,1989,5,1989,02,07,93,000
19,1915,73513,01,07,1989,01,01,1,H,16,4,40,,,,07,21,1989,6,1989,04,16,94,000
19,1916,74710,01,09,1989,01,01,1,B,22,4,40,,,,09,23,1989,7,1989,04,16,94,000
19,1924,72294,01,02,1989,01,02,1,B,27,4,40,40,,,02,12,1989,1,1989,02,16,90,000
19,1928,73170,01,05,1989,01,02,1,H,29,4,40,40,,,05,28,1989,1,1989,02,16,90,000
19,1933,72298,01,02,1989,01,02,1,B,17,4,40,40,,,02,07,1989,3,1989,02,16,94,000
19,1933,73481,01,07,1989,01,01,1,B,34,4,40,,,,07,21,1989,6,1989,02,13,90,000
19,1933,74004,01,08,1989,01,02,1,H,21,4,40,40,,,08,10,1989,5,1989,02,16,94,000
19,1933,74655,01,11,1989,01,02,1,B,21,4,40,40,,,11,24,1989,6,1989,02,16,94,000
19,1942,72139,01,01,1989,01,01,1,H,18,4,40,,,,01,25,1989,4,1989,02,16,90,000
19,1942,72143,01,01,1989,01,02,1,H,29,4,40,40,,,01,01,1989,1,1989,02,02,90,000
19,1942,72373,01,02,1989,01,01,1,B,38,4,40,,,,01,25,1989,4,1989,02,15,94,000
19,1942,72656,01,03,1989,01,01,1,B,24,4,40,,,,03,14,1989,3,1989,02,16,95,000
19,1942,72657,01,03,1989,01,01,1,B,41,4,40,,,,03,22,1989,4,1989,02,16,95,000
19,1942,72846,01,04,1989,01,01,1,H,22,4,40,,,,04,05,1989,4,1989,02,17,94,000
19,1942,72847,01,04,1989,01,01,1,H,27,4,40,,,,04,12,1989,4,1989,04,16,95,000
19,1942,72849,01,04,1989,01,01,1,B,39,4,40,,,,04,04,1989,3,1989,04,16,90,000
19,1942,72844,01,04,1989,01,01,1,B,36,4,40,,,,04,05,1989,4,1989,02,16,90,000
19,1942,72845,01,04,1989,01,01,2,W,35,4,40,,,,04,00,1989,,1989,02,16,94,000
19,1942,73084,01,05,1989,01,01,1,B,25,4,40,,,,05,15,1989,2,1989,02,16,94,000
19,1942,73085,01,05,1989,01,01,1,B,29,4,40,,,,05,02,1989,3,1989,02,16,90,000
19,1942,73087,01,05,1989,01,02,1,B,26,4,40,40,,,05,11,1989,5,1989,04,16,94,000
19,1942,73334,01,06,1989,01,02,1,H,58,4,40,40,,,05,25,1989,5,1989,02,02,95,000
19,1942,73335,01,06,1989,01,01,1,B,20,4,40,,,,06,21,1989,4,1989,02,16,94,000
19,1942,73337,01,06,1989,01,01,1,B,31,4,40,,,,06,16,1989,6,1989,04,02,90,000
19,1942,74239,01,09,1989,01,01,1,W,50,4,40,,,,09,28,1989,5,1989,02,02,90,000
19,1942,74240,01,09,1989,01,01,1,H,20,4,40,,,,09,17,1989,1,1989,02,16,94,000
19,1942,74446,01,10,1989,01,02,1,H,28,4,40,40,,,10,14,1989,7,1989,02,16,92,000
19,1942,74449,01,10,1989,01,01,1,H,30,4,40,,,,10,09,1989,2,1989,02,16,92,000
19,1942,74448,01,10,1989,01,01,1,H,20,4,40,,,,10,00,1989,,1989,02,16,94,000
19,1942,74788,01,11,1989,01,03,1,H,33,4,40,40,40,,11,12,1989,1,1989,02,02,92,000
19,1942,74787,01,11,1989,01,01,1,H,50,4,40,,,,11,29,1989,4,1989,02,16,92,000
19,1942,74789,01,11,1989,01,01,1,B,30,4,40,,,,11,16,1989,5,1989,02,16,92,000
19,1942,75190,01,12,1989,01,02,1,B,25,4,40,40,,,12,28,1989,5,1989,02,16,93,000
19,1943,73163,01,04,1989,01,01,1,B,34,4,40,,,,04,16,1989,3,1989,02,16,90,000
19,1943,75314,01,11,1989,01,02,1,B,18,4,40,40,,,11,15,1989,4,1989,02,16,94,000
19,1948,73464,01,05,1989,01,01,1,W,16,4,40,,,,05,10,1989,4,1989,03,02,94,000
19,1952,72507,01,02,1989,01,01,1,W,25,4,40,,,,02,18,1989,7,1989,02,16,90,000
19,1956,74098,01,09,1989,01,01,1,W,52,4,40,,,,09,19,1989,3,1989,02,13,94,000
19,1960,73651,01,06,1989,01,01,1,H,27,4,40,,,,06,20,1989,3,1989,02,02,90,000
19,1972,73608,01,07,1989,01,01,2,W,24,4,40,,,,07,12,1989,4,1989,02,16,90,000
19,1975,73839,01,06,1989,01,01,1,H,23,4,40,,,,06,02,1989,6,1989,02,04,90,000
19,1996,73166,01,04,1989,01,01,2,B,50,4,40,,,,04,11,1989,3,1989,02,16,90,000
19,1996,73178,01,05,1989,01,01,1,W,31,4,40,,,,05,18,1989,5,1989,02,16,90,000
20,2000,74526,01,10,1989,01,01,1,I,40,4,40,,,,10,20,1989,6,1989,02,06,90,000
24,2400,74302,01,09,1989,01,01,1,W,41,4,40,,,,09,20,1989,4,1989,03,16,90,000
29,2900,73183,01,02,1989,01,01,1,W,26,4,40,,,,02,21,1989,3,1989,04,16,90,000
30,3001,72162,01,01,1989,01,01,1,H,28,4,40,,,,07,23,1988,7,1988,02,06,90,000
30,3001,74012,01,08,1989,01,01,1,W,28,4,40,,,,02,02,1989,5,1989,02,01,90,000
30,3001,74537,01,10,1989,01,01,1,W,25,4,40,,,,10,10,1989,3,1989,02,16,90,000
30,3007,72676,01,03,1989,01,02,1,W,53,4,40,40,,,03,08,1989,4,1989,02,16,91,000
