County,Jurisdiction (NCIC),BCS number,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
36,3609,28407,01,11,2013,01,01,1,B,39,3,40,,,,11,17,2013,1,2013,08,16,59,000
37,3705,27602,01,07,2013,01,02,1,H,BB,3,07,07,,,07,27,2013,7,2013,16,15,59,000
37,3711,28567,01,11,2013,01,01,1,H,21,3,28,,,,11,17,2013,1,2013,04,03,53,000
43,4302,28680,01,12,2013,01,02,2,H,BB,3,08,08,,,12,31,2013,3,2013,25,03,59,000
45,4502,27731,01,03,2013,01,01,1,A,01,3,21,,,,03,01,2013,6,2013,08,02,59,000
47,4703,27697,01,08,2013,01,01,1,W,62,3,30,,,,08,06,2013,3,2013,13,02,59,000
54,5400,27595,01,07,2013,01,01,2,H,08,3,30,,,,07,01,2013,2,2013,15,02,59,000
19,1924,28432,01,11,2013,02,01,1,H,59,3,26,,,,11,01,2013,6,2013,02,07,59,000
30,3019,26990,01,04,2013,01,01,2,H,32,3,23,,,,04,18,2013,5,2013,17,24,53,000
35,3501,26739,01,02,2013,01,01,1,W,55,3,28,,,,02,05,2013,3,2013,25,02,59,000
10,1005,30437,01,09,2014,01,01,1,H,16,3,28,,,,09,08,2014,2,2014,02,15,53,000
18,1801,30132,01,07,2014,01,01,2,W,26,3,28,,,,09,04,2011,1,2011,10,03,59,000
19,1902,30895,01,12,2014,01,01,2,W,84,3,05,,,,12,04,2014,5,2014,16,02,59,000
30,3002,30899,01,12,2014,01,02,1,H,30,3,21,01,,,12,06,2014,7,2014,10,02,59,000
30,3024,29321,01,04,2014,01,01,2,A,12,3,40,,,,04,03,2014,5,2014,15,16,59,000
33,3314,29235,01,01,2014,01,01,2,W,21,3,23,,,,01,16,2014,5,2014,02,03,53,000
34,3404,28810,01,01,2014,01,01,1,W,58,3,21,,,,01,18,2014,7,2014,08,13,59,000
34,3496,29719,01,06,2014,01,01,2,W,59,3,05,,,,05,26,2014,2,2014,16,02,59,000
41,4113,29949,01,06,2014,01,03,1,H,16,3,28,28,28,,06,12,2014,5,2014,02,15,53,000
44,4402,29760,01,06,2014,01,01,1,H,15,3,21,,,,06,16,2014,2,2014,02,03,53,000
47,4709,30599,01,11,2014,01,01,2,W,BB,3,08,,,,11,17,2014,2,2014,15,03,59,000
51,5102,31169,01,01,2014,01,01,2,W,50,3,08,,,,11,12,2013,3,2013,15,16,59,000
54,5400,29451,01,05,2014,01,01,1,H,20,3,28,,,,05,16,2014,6,2014,02,02,53,000
34,3400,29959,01,07,2014,01,02,2,B,36,3,08,10,,,02,12,2014,4,2014,16,24,59,000
34,3404,29705,01,06,2014,01,01,1,W,29,3,28,,,,06,04,2014,4,2014,04,13,53,000
36,3601,30837,01,12,2014,01,01,2,W,79,3,16,,,,12,17,2014,4,2014,16,02,59,000
51,5102,28759,01,01,2014,01,01,2,W,68,3,40,,,,01,30,2014,5,2014,15,16,59,000
07,0704,33335,01,12,2015,01,01,1,B,36,3,26,,,,12,30,2015,4,2015,16,02,59,000
19,1961,33598,01,10,2015,01,01,1,H,44,3,26,,,,10,01,2015,5,2015,15,07,59,000
30,3024,31690,01,04,2015,01,01,2,W,24,3,21,,,,04,26,2015,1,2015,10,03,59,000
33,3314,33189,01,11,2015,01,01,1,H,17,3,16,,,,11,12,2015,5,2015,04,03,53,000
33,3330,31880,01,05,2015,01,01,1,W,16,3,28,,,,05,31,2015,1,2015,02,01,53,000
34,3400,31173,01,01,2015,01,01,2,W,23,3,23,,,,01,01,2015,5,2015,02,16,53,000
34,3400,31859,01,05,2015,01,01,1,H,19,3,28,,,,05,22,2015,6,2015,02,18,53,000
34,3400,32754,01,09,2015,01,01,2,W,18,3,28,,,,09,19,2015,7,2015,02,13,53,000
34,3496,31777,01,05,2015,01,01,1,W,42,3,01,,,,05,30,2015,7,2015,02,02,53,000
36,3609,31639,01,03,2015,01,01,1,W,61,3,01,,,,03,10,2015,3,2015,16,02,59,000
36,3612,31587,01,04,2015,01,01,2,B,17,3,28,,,,04,19,2015,1,2015,01,02,59,000
36,3613,31943,01,06,2015,01,01,1,H,08,3,07,,,,06,11,2015,5,2015,02,03,53,000
42,4203,33517,01,12,2015,01,01,2,W,NB,3,08,,,,12,21,2015,2,2015,15,06,59,000
54,5400,32905,01,10,2015,01,01,1,W,15,3,09,,,,10,04,2015,1,2015,03,99,50,000
19,1942,32692,01,07,2015,01,01,2,A,02,3,30,,,,07,21,2015,3,2015,20,02,59,000
01,0109,33110,01,07,2015,01,01,1,W,18,3,21,,,,07,21,2015,3,2015,04,03,53,000
19,1956,31533,01,04,2015,01,01,1,W,22,3,28,,,,04,06,2015,2,2015,04,03,53,000
01,0101,33908,01,02,2016,01,01,2,A,93,3,40,,,,11,16,2015,2,2015,08,03,59,000
06,0600,35580,01,08,2016,01,01,1,H,52,3,28,,,,08,28,2016,1,2016,03,99,50,000
07,0708,36103,01,03,2016,01,01,1,H,15,3,09,,,,03,12,2016,7,2016,02,02,53,000
10,1005,35144,01,05,2016,01,01,1,H,16,3,28,,,,05,17,2016,3,2016,01,13,51,000
13,1300,34595,01,05,2016,01,01,1,H,39,3,30,,,,05,12,2016,5,2016,08,99,59,000
17,1701,35638,01,08,2016,01,01,2,W,53,3,20,,,,08,21,2016,1,2016,13,99,59,000
34,3400,35778,01,11,2016,01,01,1,W,53,3,30,,,,11,02,2016,4,2016,15,02,59,000
34,3400,35781,01,11,2016,01,01,2,H,18,3,28,,,,11,26,2016,7,2016,02,15,53,000
36,3602,35680,01,11,2016,01,01,1,B,25,3,16,,,,11,27,2016,1,2016,02,02,53,000
36,3612,34117,01,04,2016,01,01,1,B,18,3,28,,,,04,14,2016,5,2016,01,03,53,000
48,4807,35738,01,11,2016,01,01,1,F,52,3,28,,,,11,04,2016,6,2016,02,02,53,000
54,5407,34639,01,06,2016,01,01,1,W,40,3,28,,,,06,28,2016,3,2016,10,02,59,000
04,0400,35429,01,10,2016,01,01,1,H,25,3,09,,,,10,11,2016,3,2016,03,13,53,000
09,0900,35329,01,09,2016,01,01,2,A,55,3,02,,,,09,26,2016,2,2016,03,99,50,000
19,1975,35210,01,09,2016,01,01,2,H,30,3,23,,,,09,12,2016,2,2016,25,02,59,000
01,0109,37274,01,03,2017,01,01,1,B,17,3,21,,,,03,29,2017,4,2017,02,16,53,000
01,0109,37304,01,04,2017,01,01,1,H,17,3,21,,,,04,12,2017,4,2017,02,13,53,000
01,0113,38003,01,11,2017,01,01,1,A,64,3,16,,,,11,09,2017,5,2017,08,03,59,000
07,0700,38143,01,12,2017,01,01,2,W,58,3,21,,,,12,09,2017,7,2017,02,02,53,000
12,1203,38479,01,02,2017,01,02,2,W,16,3,21,21,,,02,08,2017,4,2017,10,01,59,000
19,1946,37447,01,08,2017,01,01,1,H,29,3,40,,,,08,12,2017,7,2017,16,16,59,000
20,2001,36634,01,01,2017,01,01,1,H,01,3,07,,,,01,11,2017,4,2017,02,03,52,000
30,3024,38255,01,12,2017,01,01,1,V,NB,3,07,,,,12,12,2017,3,2017,08,02,59,000
33,3309,37618,01,09,2017,01,01,1,H,20,3,09,,,,09,02,2017,7,2017,02,02,53,000
33,3325,36842,01,02,2017,01,01,1,H,18,3,28,,,,02,15,2017,4,2017,01,02,53,000
36,3610,36623,01,01,2017,01,02,1,H,18,3,30,30,,,12,09,2016,6,2016,25,15,59,000
45,4502,36701,01,03,2017,01,01,2,W,BB,3,08,,,,03,13,2017,2,2017,25,02,59,000
50,5005,38623,01,02,2017,01,01,1,H,17,3,28,,,,02,23,2017,5,2017,02,02,53,000
07,0701,36394,01,01,2017,01,01,2,W,BB,3,08,,,,07,22,2015,4,2015,20,02,59,000
19,1942,37633,01,09,2017,01,01,1,B,37,3,40,,,,09,09,2017,7,2017,02,16,53,000
19,1942,40037,01,09,2018,01,01,1,H,18,3,28,,,,09,29,2018,7,2018,02,02,53,000
23,2300,39516,01,06,2018,01,01,1,I,01,3,07,,,,06,20,2018,4,2018,15,13,59,000
28,2802,38972,01,04,2018,01,01,1,W,BB,3,07,,,,04,22,2018,1,2018,25,02,59,000
30,3019,40934,01,09,2018,01,01,1,H,15,3,28,,,,09,06,2018,5,2018,02,15,53,000
33,3309,40747,01,10,2018,01,01,2,H,66,3,40,,,,09,01,2018,7,2018,15,16,59,000
33,3325,40425,01,10,2018,01,01,2,H,45,3,02,,,,10,16,2018,3,2018,15,16,59,000
34,3496,40687,01,10,2018,01,01,1,W,45,3,40,,,,10,09,2018,3,2018,15,15,59,000
36,3600,40825,01,07,2018,01,01,2,H,02,3,16,,,,07,20,2018,6,2018,02,02,52,000
36,3600,40960,01,07,2018,01,02,1,W,07,3,07,07,,,07,25,2018,4,2018,16,24,59,000
37,3711,38506,01,01,2018,01,01,1,L,27,3,28,,,,01,21,2018,1,2018,02,15,53,000
37,3711,38822,01,03,2018,01,01,2,D,BB,3,08,,,,03,25,2018,1,2018,20,02,59,000
37,3711,38824,01,03,2018,01,01,1,W,27,3,28,,,,03,29,2018,5,2018,08,14,59,000
41,4106,40374,01,10,2018,01,01,2,H,19,3,21,,,,10,07,2018,1,2018,10,03,59,000
42,4201,39043,01,03,2018,01,01,2,H,54,3,23,,,,03,26,2018,2,2018,16,03,59,000
42,4204,39557,01,02,2018,01,01,1,H,14,3,09,,,,02,03,2018,7,2018,02,24,51,000
44,4402,40912,01,05,2018,01,01,1,H,18,3,28,,,,05,13,2018,1,2018,02,15,53,000
50,5000,39952,01,07,2018,01,03,1,H,24,3,29,29,29,,07,16,2018,2,2018,10,13,59,000
50,5007,39200,01,05,2018,01,01,1,H,16,3,28,,,,05,19,2018,7,2018,04,03,53,000
01,0107,40837,01,02,2018,01,01,1,W,04,3,07,,,,02,08,2018,5,2018,00,02,59,000
07,0716,40043,01,09,2018,01,01,2,W,01,3,08,,,,09,11,2018,3,2018,15,15,59,000
20,2001,40792,01,12,2018,01,01,1,W,43,3,01,,,,12,02,2018,1,2018,15,02,59,000
29,2900,40484,01,09,2018,01,01,1,W,25,3,21,,,,09,08,2018,7,2018,02,19,53,000
34,3400,39663,01,07,2018,01,01,2,H,45,3,28,,,,07,08,2018,1,2018,01,15,53,000
34,3496,40591,01,06,2018,01,01,2,W,91,3,21,,,,06,12,2018,3,2018,08,99,59,000
50,5007,39442,01,06,2018,01,01,1,W,17,3,28,,,,06,11,2018,2,2018,02,03,53,000
01,0100,42189,01,08,2019,01,01,2,W,86,3,02,,,,08,30,2019,6,2019,15,16,59,000
10,1000,41246,01,02,2019,01,01,1,H,12,3,28,,,,02,03,2019,1,2019,02,02,52,000
11,1100,41967,01,04,2019,01,01,1,W,01,3,07,,,,12,12,2018,4,2018,25,03,59,000
24,2406,43215,01,11,2019,01,01,1,B,37,3,40,,,,11,18,2019,2,2019,08,16,59,000
27,2700,41403,01,04,2019,01,01,2,W,55,3,02,,,,04,06,2019,7,2019,16,02,59,000
27,2708,42188,01,08,2019,01,01,2,H,BB,3,08,,,,08,27,2019,3,2019,08,02,59,000
29,2901,41442,01,05,2019,01,01,1,W,BB,3,07,,,,05,05,2019,1,2019,25,02,59,000
30,3009,41343,01,04,2019,01,01,1,B,35,3,30,,,,04,30,2019,3,2019,01,02,59,000
33,3309,41796,01,06,2019,01,01,2,H,21,3,40,,,,04,05,2019,6,2019,16,99,59,000
34,340H,42795,01,12,2019,01,01,1,H,18,3,30,,,,12,28,2019,7,2019,08,13,59,000
36,3610,41584,01,06,2019,01,01,1,H,12,3,09,,,,06,24,2019,2,2019,01,02,52,000
36,3612,41267,01,02,2019,01,01,1,W,80,3,03,,,,02,21,2019,5,2019,16,24,59,000
36,3612,43042,01,08,2019,01,01,1,B,41,3,21,,,,08,11,2019,1,2019,08,13,59,000
41,4113,42536,01,10,2019,01,01,1,H,29,3,22,,,,10,19,2019,7,2019,01,02,53,000
43,4313,41385,01,04,2019,01,01,1,H,25,3,16,,,,04,21,2019,1,2019,02,02,53,000
43,4313,41753,01,01,2019,01,01,1,B,15,3,28,,,,01,06,2019,1,2019,01,02,52,000
01,0108,42660,01,10,2019,01,01,1,H,15,3,28,,,,10,03,2019,5,2019,02,99,53,000
10,1005,41857,01,05,2019,01,01,1,B,20,3,28,,,,05,12,2019,1,2019,01,02,53,000
24,2406,42555,01,10,2019,01,01,1,B,19,3,40,,,,10,10,2019,5,2019,08,16,59,000
31,3105,41837,01,06,2019,01,01,1,W,26,3,28,,,,06,14,2019,6,2019,02,03,53,000
33,3315,42094,01,06,2019,01,01,1,W,32,3,40,,,,06,14,2019,6,2019,02,07,53,000
54,5407,42366,01,09,2019,01,01,1,B,02,3,07,,,,09,05,2019,5,2019,02,15,52,000
